fundname,fundid,fundtype,fundcompany,fundsize,todayestnav,yestnav,accumnav,todayrate,weekrate,monthrate,threemonthrate,sixmonthrate,fromthisyearrate,yearrate,twoyearrate,threeyearrate,industry1,industry1ratio,industry2,industry2ratio,category,date
博时上证自然资源ETF,510410,ETF-场内,博时基金,1.03亿,0.7940,0.8054,0.8054,-1.41,1.36,2.27,3.71,-5.88,-1.01,14.50,32.90,0.42,采矿业,56.56%,制造业,39.90%,净值型,2018-03-16
诺安上证新兴ETF,510260,ETF-场内,诺安基金,0.68亿,1.1845,1.1950,1.1950,-0.88,1.53,8.44,-0.50,-1.97,0.08,4.00,16.93,-3.00,制造业,70.24%,信息传输、软件和信息技术服务业,9.08%,净值型,2018-03-16
中银上证国企100ETF,510270,ETF-场内,中银基金,0.21亿,1.1535,1.1630,1.3570,-0.82,-0.17,0.52,1.66,1.84,0.17,12.48,28.65,7.09,金融业,47.01%,制造业,24.48%,净值型,2018-03-16
国泰上证180金融ETF,510230,ETF-场内,国泰基金,39.08亿,6.3110,6.3583,1.8058,-0.74,-0.54,0.09,0.75,3.52,0.68,19.62,34.63,15.19,金融业,100.00%,制造业,0.00%,净值型,2018-03-16
广发沪深300ETF,510360,ETF-场内,广发基金,15.14亿,1.2737,1.2853,1.2853,-0.90,0.44,3.14,2.82,6.55,1.58,20.11,39.81,0,制造业,39.00%,金融业,33.06%,净值型,2018-03-16
富国上证综指ETF,510210,ETF-场内,富国基金,1.07亿,3.7545,3.7740,1.2920,-0.52,0.11,3.11,0.32,-2.28,-0.42,4.40,19.43,2.47,制造业,30.37%,金融业,29.10%,净值型,2018-03-16
华安上证龙头ETF,510190,ETF-场内,华安基金,1.15亿,3.7448,3.7600,1.4410,-0.40,0.64,4.01,0.56,3.21,0.40,11.94,28.94,13.08,制造业,33.06%,金融业,16.66%,净值型,2018-03-16
华泰柏瑞中小盘ETF,510220,ETF-场内,华泰柏瑞基金,0.71亿,4.2359,4.2613,1.1753,-0.60,0.48,5.81,0.46,-1.43,-0.13,5.23,19.77,1.05,制造业,49.00%,金融业,8.94%,净值型,2018-03-16
易方达上证中盘ETF,510130,ETF-场内,易方达基金,2.59亿,4.0083,4.0298,1.3860,-0.53,0.47,4.10,0.51,-0.10,0.17,8.03,27.84,5.86,制造业,40.98%,金融业,15.48%,净值型,2018-03-16
长盛动态精选,510081,混合型,长盛基金,12.31亿,1.1010,1.1041,3.4259,-0.28,0.54,4.07,-1.31,0.91,-1.74,4.37,15.66,10.55,制造业,16.52%,房地产业,2.52%,净值型,2018-03-16
国联安上证商品ETF,510170,ETF-场内,国联安基金,1.44亿,2.0100,2.0380,0.6320,-1.37,1.29,2.10,3.19,-7.24,-1.12,13.03,31.06,3.14,制造业,49.72%,采矿业,48.55%,净值型,2018-03-16
建信上证责任ETF,510090,ETF-场内,建信基金,1.17亿,1.6877,1.6949,2.0220,-0.42,-0.52,2.26,1.99,8.81,1.04,25.68,45.99,27.77,金融业,55.68%,制造业,19.99%,净值型,2018-03-16
长盛全债指数强债,510080,债券指数,长盛基金,2.65亿,1.1177,1.1175,2.4025,0.02,-0.06,-0.35,-0.73,-0.69,-0.91,1.45,2.78,4.16,制造业,2.15%,水利、环境和公共设施管理业,0.55%,净值型,2018-03-16
华安上证180ETF,510180,ETF-场内,华安基金,200.70亿,3.4569,3.4815,3.6114,-0.71,0.09,2.00,1.69,4.70,0.69,17.65,35.43,14.40,金融业,44.96%,制造业,28.20%,净值型,2018-03-16
易方达沪深300ETF,510310,ETF-场内,易方达基金,40.72亿,1.7230,1.7389,1.7389,-0.92,0.44,3.24,2.88,6.64,1.64,20.17,38.57,19.21,制造业,39.62%,金融业,33.36%,净值型,2018-03-16
南方中证小康产业ETF,510160,ETF-场内,南方基金,8.38亿,0.6053,0.6100,1.5176,-0.77,-0.10,0.25,-0.44,-0.20,-1.69,7.83,36.68,17.58,制造业,36.72%,金融业,14.69%,净值型,2018-03-16
招商上证消费80ETF,510150,ETF-场内,招商基金,1.34亿,5.2129,5.2580,1.7330,-0.86,1.86,6.14,5.67,16.10,3.57,28.90,54.56,39.88,制造业,80.00%,批发和零售业,8.29%,净值型,2018-03-16
海富通上证非周期ETF,510120,ETF-场内,海富通基金,0.29亿,3.0758,3.1010,1.3060,-0.81,0.88,5.55,1.67,5.73,1.17,12.31,29.53,7.08,制造业,60.40%,建筑业,12.52%,净值型,2018-03-16
海富通上证周期ETF,510110,ETF-场内,海富通基金,0.35亿,3.6961,3.7210,1.4930,-0.67,-0.45,-0.27,1.64,4.52,0.49,19.80,31.95,11.01,金融业,79.96%,制造业,6.53%,净值型,2018-03-16
华宝上证180价值ETF,510030,ETF-场内,华宝基金,2.27亿,5.1994,5.2310,1.7910,-0.60,-0.66,-0.02,4.12,9.07,2.63,26.32,47.44,37.88,金融业,58.76%,制造业,11.87%,净值型,2018-03-16
博时上证超大盘ETF,510020,ETF-场内,博时基金,2.46亿,2.7740,2.7968,1.0315,-0.81,-1.07,-0.28,0.31,4.88,-1.04,16.56,41.55,21.00,制造业,33.17%,金融业,28.60%,净值型,2018-03-16
国联安科技动力,001956,股票型,国联安基金,1.39亿,1.1682,1.1873,1.1873,-1.61,1.97,10.96,2.65,13.07,4.30,23.55,20.29,0,制造业,79.90%,租赁和商务服务业,7.15%,净值型,2018-03-16
鹏华上证民企50ETF,510070,ETF-场内,鹏华基金,0.88亿,1.8884,1.9020,1.6300,-0.72,1.06,6.97,2.20,5.49,1.82,14.92,27.65,10.58,制造业,57.72%,金融业,18.07%,净值型,2018-03-16
工银上证央企50ETF,510060,ETF-场内,工银瑞信基金,2.23亿,1.8709,1.8834,1.2047,-0.66,-0.59,-0.44,1.24,2.30,-0.37,15.23,32.40,8.19,金融业,50.06%,制造业,12.45%,净值型,2018-03-16
交银上证180治理ETF,510010,ETF-场内,交银施罗德基金,4.79亿,1.1818,1.1870,1.3210,-0.44,-0.50,1.54,1.11,4.95,-0.17,18.70,37.54,13.16,金融业,48.42%,制造业,21.94%,净值型,2018-03-16
广发医疗指数分级,502056,股票指数,广发基金,1.23亿,1.0155,1.0150,0.7014,0.05,-0.86,10.30,6.20,6.28,5.40,-2.44,5.82,0,制造业,58.28%,卫生和社会工作,27.62%,净值型,2018-03-16
广发医疗指数分级A,502057,固定收益,广发基金,1.23亿,1.0138,1.0136,1.1478,0.02,0.11,0.44,1.36,2.69,1.12,5.50,11.32,0,制造业,58.28%,卫生和社会工作,27.62%,净值型,2018-03-16
中海中证高铁产业指数分级A,502031,固定收益,中海基金,0.32亿,1.0312,1.0310,1.1370,0.02,0.10,0.39,1.18,2.49,0.98,5.00,10.51,0,制造业,58.22%,建筑业,33.15%,净值型,2018-03-16
国联安红利混合,257040,混合型,国联安基金,1.06亿,1.3257,1.3520,2.3050,-1.94,4.16,10.19,7.90,0.90,9.21,15.95,34.96,41.90,制造业,78.05%,水利、环境和公共设施管理业,7.71%,净值型,2018-03-16
国联安德盛小盘精选,257010,混合型,国联安基金,11.24亿,1.0822,1.0870,3.7880,-0.44,0.09,1.68,-1.00,-1.18,-2.25,8.02,18.42,32.76,制造业,33.90%,批发和零售业,17.13%,净值型,2018-03-16
中海中证高铁产业指数分级B,502032,分级杠杆,中海基金,0.32亿,0.6777,0.6830,-0.0350,-0.78,-0.73,7.22,-21.94,-32.91,-21.22,-40.14,-32.58,0,制造业,58.22%,建筑业,33.15%,净值型,2018-03-16
大成中证互联网金融指数分级,502036,股票指数,大成基金,0.60亿,0.9442,0.9494,0.6638,-0.55,1.99,10.27,-0.61,-6.57,3.23,-6.79,-1.70,0,信息传输、软件和信息技术服务业,31.87%,金融业,25.30%,净值型,2018-03-16
鹏华钢铁分级B,502025,分级杠杆,鹏华基金,3.16亿,1.0335,1.0540,1.0540,-1.94,-0.09,-4.27,4.25,-7.38,2.43,10.48,53.64,0,制造业,88.13%,采矿业,2.15%,净值型,2018-03-16
鹏华钢铁分级,502023,股票指数,鹏华基金,3.16亿,1.0301,1.0390,1.0880,-0.86,0.00,-2.07,2.67,-2.90,1.66,7.10,27.19,0,制造业,88.13%,采矿业,2.15%,净值型,2018-03-16
鹏华钢铁分级A,502024,固定收益,鹏华基金,3.16亿,1.0241,1.0240,1.1220,0.01,0.10,0.29,1.09,2.20,0.89,4.50,9.40,0,制造业,88.13%,采矿业,2.15%,净值型,2018-03-16
中海沪港深价值优选混合,002214,混合型,中海基金,7.74亿,1.5128,1.5240,1.6440,-0.73,2.49,4.96,5.86,14.21,4.10,37.30,0,0,制造业,2.44%,金融业,1.22%,净值型,2018-03-16
中海中证高铁产业指数分级,502030,股票指数,中海基金,0.32亿,0.8540,0.8570,0.5510,-0.35,-0.23,3.00,-9.50,-15.32,-9.22,-19.11,-11.74,0,制造业,58.22%,建筑业,33.15%,净值型,2018-03-16
中海医药健康产业混合A,000878,混合型,中海基金,5.50亿,1.5062,1.5210,1.5210,-0.97,0.13,10.14,6.14,23.16,5.26,34.72,55.05,31.69,制造业,69.87%,卫生和社会工作,9.62%,净值型,2018-03-16
鹏华地产分级,160628,股票指数,鹏华基金,2.75亿,1.1754,1.1690,1.8160,0.54,-2.91,0.17,7.54,2.99,3.16,13.70,31.16,27.16,房地产业,90.27%,建筑业,1.47%,净值型,2018-03-16
金鹰核心资源混合,210009,混合型,金鹰基金,18.92亿,1.0538,1.0570,1.1570,-0.30,1.25,5.38,-0.94,0.28,-0.84,-19.62,-16.04,-24.12,制造业,61.86%,金融业,14.01%,净值型,2018-03-16
鹏华新丝路分级A,502027,固定收益,鹏华基金,0.08亿,1.0241,1.0240,1.1220,0.01,0.10,0.29,1.09,2.20,0.89,4.50,9.40,0,制造业,63.24%,采矿业,9.84%,净值型,2018-03-16
鹏华新丝路分级B,502028,分级杠杆,鹏华基金,0.08亿,0.4459,0.4560,0.4560,-2.21,2.47,15.44,-19.01,-36.13,-19.01,-39.52,-29.41,0,制造业,63.24%,采矿业,9.84%,净值型,2018-03-16
长信中证一带一路指数分级A,502017,固定收益,长信基金,0.01亿,1.0111,1.0110,1.1170,0.01,0.10,0.40,1.10,2.18,0.90,4.50,9.20,0,制造业,46.75%,建筑业,21.70%,净值型,2018-03-16
长信中证一带一路指数分级B,502018,分级杠杆,长信基金,0.01亿,0.9374,0.9490,0.9490,-1.22,-0.52,7.23,-10.98,-17.91,-11.14,-17.98,3.94,0,制造业,46.75%,建筑业,21.70%,净值型,2018-03-16
长信中证一带一路主题指数分级,502016,股票指数,长信基金,0.17亿,0.9742,0.9800,1.0340,-0.59,-0.20,3.59,-5.13,-8.55,-5.31,-7.63,6.36,0,制造业,46.75%,建筑业,21.70%,净值型,2018-03-16
西部利得中证500等权重分级B,502002,分级杠杆,西部利得基金,0.01亿,0.9663,0.9732,0.1577,-0.71,1.29,14.85,-0.74,-11.07,-1.31,-6.33,37.26,0,制造业,53.33%,信息传输、软件和信息技术服务业,7.35%,净值型,2018-03-16
西部利得中证500等权重分级,502000,股票指数,西部利得基金,2.14亿,0.9879,0.9916,0.6230,-0.37,0.68,7.00,0.22,-4.55,-0.17,-0.75,21.31,0,制造业,53.33%,信息传输、软件和信息技术服务业,7.35%,净值型,2018-03-16
汇添富中证港股通(LOF)C,501306,股票指数,汇添富基金,1.47亿,--,1.0135,1.0135,0,2.28,5.20,1.27,0,0.99,0,0,0,,,,,净值型,2018-03-16
汇添富中证港股通(LOF)A,501305,股票指数,汇添富基金,2.23亿,--,1.0146,1.0146,0,2.30,5.24,1.36,0,1.06,0,0,0,,,,,净值型,2018-03-16
华宝香港大盘,501301,股票指数,华宝基金,1.41亿,--,1.2244,1.2244,0,3.26,3.54,7.31,12.99,4.46,0,0,0,,,,,净值型,2018-03-16
海富通全球收益债券人民币,501300,QDII,海富通基金,1.78亿,--,0.9296,0.9296,0,-0.18,-0.31,-4.82,-4.20,-3.91,-7.67,0,0,,,,,净值型,2018-03-16
建信金融债8-10年(LOF),501105,债券指数,建信基金,0.21亿,1.0240,1.0238,1.0238,0.02,-0.23,0.87,1.76,2.01,1.61,0,0,0,,,,,净值型,2018-03-16
广发恒生中型股指数A,501303,股票指数,广发基金,1.24亿,--,0.9882,0.9882,0,1.64,4.01,1.03,0,-1.65,0,0,0,,,,,净值型,2018-03-16
建信金融债5-8年(LOF),501103,债券指数,建信基金,0.50亿,1.0157,1.0155,1.0155,0.02,-0.03,-0.01,0.55,1.26,0.41,0,0,0,,,,,净值型,2018-03-16
鹏华新丝路分级,502026,股票指数,鹏华基金,0.08亿,0.7352,0.7400,0.7890,-0.65,0.82,4.52,-6.09,-13.75,-6.21,-14.53,-6.62,0,制造业,63.24%,采矿业,9.84%,净值型,2018-03-16
建信金融债1-3年(LOF),501101,债券指数,建信基金,0.20亿,1.0214,1.0212,1.0212,0.02,0.06,0.44,1.09,1.68,0.93,0,0,0,,,,,净值型,2018-03-16
博时安康定开债(LOF),501100,定开债券,博时基金,6.74亿,1.0101,1.0099,1.0099,0.02,0.08,0.42,1.21,0.34,1.18,0.88,0,0,,,,,净值型,2018-03-16
东方红睿泽三年定开混合,501054,混合型,上海东方证券资产管理,71.88亿,--,1.0116,1.0116,0,0.58,3.96,0,0,0,0,0,0,,,,,净值型,2018-03-16
圆信永丰汇利混合(LOF),501051,混合型,圆信永丰基金,19.12亿,1.0456,1.0448,1.0448,0.07,0.17,2.15,4.26,0,3.17,0,0,0,,,,,净值型,2018-03-16
东方红睿玺三年定开混合,501049,混合型,上海东方证券资产管理,21.19亿,--,1.0711,1.0711,0,2.16,9.16,8.20,0,3.67,0,0,0,,,,,净值型,2018-03-16
东方红目标优选定开混合,501053,混合型,上海东方证券资产管理,10.08亿,--,1.0173,1.0173,0,0.51,2.25,0,0,1.67,0,0,0,,,,,净值型,2018-03-16
财通多策略福鑫定开混合,501046,混合型,财通基金,4.40亿,0.9964,1.0016,1.0016,-0.52,0.85,3.75,-0.06,0,-1.26,0,0,0,制造业,21.44%,金融业,3.88%,净值型,2018-03-16
汇添富中证全指证券公司指数C,501048,股票指数,汇添富基金,1.63亿,0.9031,0.9144,0.9144,-1.23,0.38,3.32,-8.12,0,-7.51,0,0,0,,,,,净值型,2018-03-16
南方恒指ETF联接A,501302,QDII-指数,南方基金,0.50亿,--,1.1005,1.1005,0,2.50,2.54,4.75,8.33,1.75,0,0,0,,,,,净值型,2018-03-16
西部利得中证500等权重分级A,502001,固定收益,西部利得基金,0.01亿,1.0100,1.0099,1.1529,0.01,0.09,0.39,1.20,2.44,0.99,4.99,10.24,0,制造业,53.33%,信息传输、软件和信息技术服务业,7.35%,净值型,2018-03-16
汇添富中证全指证券公司指数A,501047,股票指数,汇添富基金,0.93亿,0.9043,0.9143,0.9143,-1.10,0.41,3.36,-8.14,0,-7.54,0,0,0,,,,,净值型,2018-03-16
广发中证10年期国开债A,501106,债券指数,广发基金,0.13亿,1.0165,1.0163,1.0163,0.02,0.10,0.39,1.28,0,1.07,0,0,0,,,,,净值型,2018-03-16
汇添富弘安混合A,501041,混合型,汇添富基金,2.01亿,--,1.0481,1.0481,0,0.50,2.65,4.63,0,3.03,0,0,0,制造业,18.56%,金融业,14.94%,净值型,2018-03-16
汇添富弘安混合C,501042,混合型,汇添富基金,1.44亿,--,1.0444,1.0444,0,0.48,2.59,4.42,0,2.87,0,0,0,制造业,18.56%,金融业,14.94%,净值型,2018-03-16
建信金融债3-5年(LOF),501102,债券指数,建信基金,0.20亿,1.0123,1.0121,1.0121,0.02,-0.02,0.01,0.62,0.85,0.46,0,0,0,,,,,净值型,2018-03-16
汇添富沪深300指数A,501043,股票指数,汇添富基金,0.90亿,1.0446,1.0541,1.0541,-0.90,0.44,3.35,3.32,5.33,2.08,0,0,0,制造业,37.22%,金融业,32.48%,净值型,2018-03-16
汇添富睿丰混合A,501039,混合型,汇添富基金,3.49亿,1.0448,1.0510,1.0510,-0.59,-0.01,0.12,3.35,0,2.63,0,0,0,金融业,14.89%,制造业,14.14%,净值型,2018-03-16
汇添富中证500A,501036,股票指数,汇添富基金,1.49亿,0.9388,0.9434,0.9434,-0.48,0.72,7.17,-0.49,-6.36,-0.78,0,0,0,制造业,55.96%,信息传输、软件和信息技术服务业,7.93%,净值型,2018-03-16
汇添富睿丰混合C,501040,混合型,汇添富基金,3.49亿,1.0429,1.0491,1.0491,-0.59,-0.01,0.10,3.26,0,2.54,0,0,0,金融业,14.89%,制造业,14.14%,净值型,2018-03-16
银华明择多策略定期开放混合,501038,混合型,银华基金,12.32亿,1.1257,1.1371,1.1371,-1.00,0.42,1.34,2.13,12.75,0.50,0,0,0,制造业,57.56%,金融业,19.95%,净值型,2018-03-16
汇添富中证500C,501037,股票指数,汇添富基金,0.77亿,0.9380,0.9426,0.9426,-0.48,0.72,7.16,-0.54,-6.41,-0.82,0,0,0,制造业,55.96%,信息传输、软件和信息技术服务业,7.93%,净值型,2018-03-16
汇添富中证环境治理指数A,501030,股票指数,汇添富基金,0.78亿,0.8401,0.8398,0.8398,0.04,-0.14,9.29,-9.08,-17.19,-9.48,-17.74,0,0,制造业,33.60%,水利、环境和公共设施管理业,32.14%,净值型,2018-03-16
财通多策略福享混合,501026,混合型,财通基金,42.49亿,0.8921,0.8990,0.8990,-0.77,1.32,5.67,-2.94,-9.93,-3.03,-9.58,0,0,制造业,48.45%,电力、热力、燃气及水生产和供应业,5.50%,净值型,2018-03-16
鹏华香港银行指数(LOF),501025,股票指数,鹏华基金,0.70亿,1.1475,1.1545,1.2045,-0.60,2.30,5.11,5.62,8.08,4.66,13.03,0,0,,,,,净值型,2018-03-16
财通福盛定增定开混合,501032,混合型,财通基金,5.13亿,0.9851,0.9930,0.9930,-0.80,1.98,8.41,-0.65,-7.12,0.07,-0.79,0,0,制造业,53.46%,信息传输、软件和信息技术服务业,11.72%,净值型,2018-03-16
财通多策略福瑞定开混合,501028,混合型,财通基金,30.18亿,0.9586,0.9651,0.9651,-0.67,1.54,6.30,-1.86,-6.61,-1.45,-4.32,0,0,制造业,51.11%,采矿业,10.35%,净值型,2018-03-16
国泰融信定增灵活配置混合,501027,混合型,国泰基金,4.32亿,0.9999,1.0005,1.0526,-0.06,-0.02,0.04,0.44,0.97,0.32,5.29,0,0,制造业,0.08%,卫生和社会工作,0.03%,净值型,2018-03-16
华宝香港中国中小盘,501021,QDII-指数,华宝基金,15.91亿,1.4698,1.4753,1.4753,-0.38,2.29,5.59,8.21,10.55,3.56,22.57,0,0,,,,,净值型,2018-03-16
银华鑫盛定增混合,501022,混合型,银华基金,9.95亿,0.8747,0.8780,0.8780,-0.38,0.80,3.78,-3.73,-14.09,-2.44,-12.46,0,0,制造业,32.13%,采矿业,9.10%,净值型,2018-03-16
南方原油,501018,QDII,南方基金,1.88亿,--,1.0143,1.0143,0,-0.29,1.79,1.42,13.75,-2.62,8.59,0,0,,,,,净值型,2018-03-16
汇添富中证环境治理指数C,501031,股票指数,汇添富基金,0.45亿,0.8392,0.8417,0.8417,-0.30,-0.15,9.27,-9.12,-17.18,-9.51,-17.54,0,0,制造业,33.60%,水利、环境和公共设施管理业,32.14%,净值型,2018-03-16
国泰国证航天军工指数,501019,股票指数,国泰基金,1.73亿,0.7637,0.7677,0.7677,-0.52,0.20,9.75,-8.26,-13.12,-5.41,0,0,0,制造业,84.39%,信息传输、软件和信息技术服务业,5.06%,净值型,2018-03-16
国泰融丰外延增长混合(LOF),501017,混合型,国泰基金,8.55亿,0.9194,0.9199,0.9199,-0.05,0.78,3.55,-2.36,-5.54,-2.08,-9.58,0,0,批发和零售业,9.44%,制造业,7.62%,净值型,2018-03-16
国泰中证申万证券行业指数,501016,股票指数,国泰基金,0.53亿,0.9105,0.9224,0.9224,-1.29,0.35,2.93,-6.55,-17.65,-3.83,0,0,0,金融业,90.82%,,,净值型,2018-03-16
银华惠安定期开放混合,501033,混合型,银华基金,3.06亿,--,0.9816,0.9816,0,0.31,1.18,0.04,-1.49,0.27,0,0,0,制造业,7.57%,批发和零售业,0.60%,净值型,2018-03-16
汇添富沪深300指数C,501045,股票指数,汇添富基金,0.56亿,1.0442,1.0537,1.0537,-0.90,0.44,3.33,3.28,5.29,2.04,0,0,0,制造业,37.22%,金融业,32.48%,净值型,2018-03-16
国泰中证国有企业改革指数,501020,股票指数,国泰基金,0.24亿,1.0377,1.0461,1.0461,-0.80,0.41,2.61,-0.55,-0.70,-2.51,0,0,0,制造业,34.68%,建筑业,11.30%,净值型,2018-03-16
创金鼎鑫睿选定开混合(LOF),501035,混合型,创金合信基金,2.20亿,1.0332,1.0377,1.0377,-0.43,-0.14,1.50,2.13,3.46,1.91,0,0,0,金融业,19.76%,制造业,18.23%,净值型,2018-03-16
鹏华香港中小企业指数LOF,501023,股票指数,鹏华基金,0.52亿,--,1.1784,1.1784,0,1.94,8.22,3.10,3.74,-0.77,6.82,0,0,,,,,净值型,2018-03-16
汇添富中证中药指数(LOF)C,501012,股票指数,汇添富基金,0.18亿,1.0025,1.0021,1.0021,0.04,-0.05,5.73,0.43,-1.65,-0.62,-2.26,0,0,制造业,92.91%,批发和零售业,1.57%,净值型,2018-03-16
汇添富中证生物科技指数C,501010,股票指数,汇添富基金,1.13亿,1.1408,1.1438,1.1438,-0.27,-0.71,9.81,-2.03,8.17,-0.61,12.68,0,0,制造业,87.12%,科学研究和技术服务业,4.48%,净值型,2018-03-16
汇添富中证生物科技指数A,501009,股票指数,汇添富基金,0.52亿,1.1414,1.1448,1.1448,-0.29,-0.71,9.82,-2.05,8.13,-0.63,12.69,0,0,制造业,87.12%,科学研究和技术服务业,4.48%,净值型,2018-03-16
东吴新产业精选混合,580008,混合型,东吴基金,1.53亿,1.8336,1.8420,1.8420,-0.45,3.83,13.15,5.26,4.66,4.72,8.29,11.70,-5.78,制造业,53.14%,信息传输、软件和信息技术服务业,4.10%,净值型,2018-03-16
汇添富中证中药指数(LOF)A,501011,股票指数,汇添富基金,0.35亿,1.0054,1.0050,1.0050,0.04,-0.04,5.77,0.50,-1.53,-0.56,-2.05,0,0,制造业,92.91%,批发和零售业,1.57%,净值型,2018-03-16
财通多策略升级混合(LOF),501015,混合型,财通基金,25.65亿,0.9952,1.0030,1.0030,-0.78,1.31,9.02,8.20,2.56,6.25,-7.30,0.30,0,制造业,46.15%,金融业,12.66%,净值型,2018-03-16
东吴双动力混合,580002,混合型,东吴基金,3.69亿,0.7945,0.8045,1.8673,-1.24,3.77,11.04,3.21,-3.64,2.00,2.48,-2.30,-26.42,制造业,75.04%,采矿业,5.30%,净值型,2018-03-16
东吴行业轮动混合,580003,混合型,东吴基金,4.74亿,0.7571,0.7626,0.8426,-0.72,1.38,5.04,-3.68,-6.82,-2.63,-2.29,24.20,1.41,制造业,78.36%,金融业,5.02%,净值型,2018-03-16
汇添富中证互联网医疗指数A,501007,股票指数,汇添富基金,0.44亿,0.9685,0.9708,0.9708,-0.24,-0.33,12.62,5.79,4.89,6.05,-1.83,0,0,制造业,34.37%,信息传输、软件和信息技术服务业,26.46%,净值型,2018-03-16
汇添富中证互联网医疗指数C,501008,股票指数,汇添富基金,0.15亿,0.9657,0.9674,0.9674,-0.18,-0.32,12.62,5.74,4.80,6.02,-2.10,0,0,制造业,34.37%,信息传输、软件和信息技术服务业,26.46%,净值型,2018-03-16
汇添富中证精准医疗指数C,501006,股票指数,汇添富基金,0.90亿,0.9558,0.9578,0.9578,-0.21,-0.61,11.28,-0.05,0.15,0.88,-5.15,-1.10,0,制造业,71.28%,卫生和社会工作,11.33%,净值型,2018-03-16
汇添富中证精准医疗指数A,501005,股票指数,汇添富基金,4.37亿,0.9654,0.9660,0.9660,-0.06,-0.61,11.32,0.05,0.34,0.97,-4.77,-1.49,0,制造业,71.28%,卫生和社会工作,11.33%,净值型,2018-03-16
创金沪港深精选混合,001662,混合型,创金合信基金,7.55亿,1.0807,1.0820,1.0820,-0.12,0.28,2.46,-1.37,-8.07,-1.73,-4.92,28.81,0,制造业,31.17%,金融业,19.32%,净值型,2018-03-16
创金合信聚利债券A,001199,债券型,创金合信基金,0.43亿,1.0506,1.0520,1.0520,-0.13,-0.66,-0.57,0.96,-3.49,1.15,-1.13,0.29,0,金融业,19.04%,,,净值型,2018-03-16
财通多策略精选混合(LOF),501001,混合型,财通基金,2.79亿,1.2010,1.2110,1.2110,-0.82,1.09,7.74,11.92,12.65,9.00,16.11,28.56,0,制造业,62.13%,房地产业,11.61%,净值型,2018-03-16
创金合信量化多因子股票A,002210,股票型,创金合信基金,10.98亿,1.1086,1.1177,1.1177,-0.81,0.30,6.43,-1.72,-7.02,-1.76,-10.37,7.47,0,制造业,52.05%,批发和零售业,7.55%,净值型,2018-03-16
长信量化优选混合,501003,混合型,长信基金,0.02亿,1.0149,1.0187,1.0187,-0.37,0.19,2.10,5.04,-2.05,3.45,0,0,0,制造业,30.18%,房地产业,4.19%,净值型,2018-03-16
工银瑞信灵活配置混合A,487016,混合型,工银瑞信基金,3.22亿,1.1341,1.1352,1.3700,-0.10,-0.25,-0.32,1.00,0.82,0.73,3.20,4.05,11.62,金融业,6.72%,制造业,6.34%,净值型,2018-03-16
工银优质精选混合,487021,混合型,工银瑞信基金,1.12亿,1.5927,1.6080,1.6080,-0.95,0.12,1.84,3.01,5.30,0.69,12.61,16.78,22.10,制造业,46.17%,金融业,13.70%,净值型,2018-03-16
长信中证能源互联指数(LOF),501002,股票指数,长信基金,0.03亿,0.9449,0.9510,0.9510,-0.65,3.03,9.44,-4.61,-10.28,-3.74,-9.77,-3.26,0,制造业,82.33%,信息传输、软件和信息技术服务业,5.79%,净值型,2018-03-16
